item_name,full_price,new_price,discount,amount_saved,category
robert harris plunger & filter grind start me up,Was $8.60, $ 5 00 ,Save $3.60,41.86,Pantry
robert harris coffee beans italian roast,Was $8.60, $ 5 00 ,Save $3.60,41.86,Drinks
robert harris coffee pods italian espresso,Was $8.60, $ 5 00 ,Save $3.60,41.86,Drinks
robert harris coffee beans arabica gold,Was $8.60, $ 5 00 ,Save $3.60,41.86,Drinks
robert harris plunger & filter grind irish cream infused,Was $8.60, $ 5 00 ,Save $3.60,41.86,Pantry
robert harris intense shot coffee pods italian,Was $8.60, $ 5 00 ,Save $3.60,41.86,Drinks
robert harris coffee pods colombian espresso,Was $8.60, $ 5 00 ,Save $3.60,41.86,Drinks
robert harris intense shot coffee pods french,Was $8.60, $ 5 00 ,Save $3.60,41.86,Drinks
essano night cream beauty sleep,Was $23.99, $ 13 99 ,Save $10.00,41.68,Fridge & Deli
essano pure defence spf15 moisturiser hydrating rosehip,Was $24.00, $ 14 00 ,Save $10.00,41.67,Beer & Wine
essano facial moisturiser hydrating rosehip,Was $24.00, $ 14 00 ,Save $10.00,41.67,Beer & Wine
essano eye cream visible lift hydrating rosehip,Was $24.00, $ 14 00 ,Save $10.00,41.67,Beer & Wine
essano certified organic rosehip oil,Was $24.00, $ 14 00 ,Save $10.00,41.67,Beer & Wine
bic simply soleil shaver click with blades,Was $11.99, $ 7 00 ,Save $4.99,41.62,Unknown
nivea daily essentials rich night cream dry & sensitive skin,Was $16.99, $ 9 99 ,Save $7.00,41.2,Fridge & Deli
nivea visage daily essentials day cream spf30+ rich dry-sensitive,Was $16.99, $ 9 99 ,Save $7.00,41.2,Fridge & Deli
nivea micellar water make-up remover sensitive skin 3 in 1,Was $16.99, $ 9 99 ,Save $7.00,41.2,Drinks
nivea visage daily essentials day cream spf30+ normal-combination,Was $16.99, $ 9 99 ,Save $7.00,41.2,Fridge & Deli
nivea daily essentials night cream regenerating norm/comb skin,Was $16.99, $ 9 99 ,Save $7.00,41.2,Fridge & Deli
nivea hyaluron cellular filler night cream anti ageing,Was $33.99, $ 19 99 ,Save $14.00,41.19,Fridge & Deli
nivea hyaluron cellular filler anti ageing day cream spf15,Was $33.99, $ 19 99 ,Save $14.00,41.19,Fridge & Deli
head & shoulders ultra men 2 in 1 shampoo & conditioner moisture recharge,Was $17.00, $ 10 00 ,Save $7.00,41.18,Health & Body
head & shoulders ultra men 2 in 1 shampoo & conditioner deep clean,Was $17.00, $ 10 00 ,Save $7.00,41.18,Health & Body
head & shoulders ultra men 2 in 1 shampoo & conditioner sports fresh,Was $17.00, $ 10 00 ,Save $7.00,41.18,Health & Body
head & shoulders ultra men 2 in 1 shampoo & conditioner old spice,Was $17.00, $ 10 00 ,Save $7.00,41.18,Health & Body
nivea shower cream coconut & jojoba oil,Was $16.99, $ 10 00 ,Save $6.99,41.14,Fridge & Deli
nivea shower cream passion fruit & monoi oil,Was $16.99, $ 10 00 ,Save $6.99,41.14,Fridge & Deli
schick hydro silk shaver kit,Was $16.99, $ 10 00 ,Save $6.99,41.14,Unknown
nivea shower gel aloe vera,Was $16.99, $ 10 00 ,Save $6.99,41.14,Health & Body
nivea body lotion express hydration,Was $10.99, $ 6 49 ,Save $4.50,40.95,Health & Body
nivea liquid shave sensitive,Was $10.99, $ 6 49 ,Save $4.50,40.95,Unknown
nivea body lotion rich nourishing lotion,Was $10.99, $ 6 49 ,Save $4.50,40.95,Health & Body
essano happy skin jelly cleanser,Was $26.99, $ 15 99 ,Save $11.00,40.76,Unknown
nivea body lotion coconut & monoi oil,Was $13.50, $ 8 00 ,Save $5.50,40.74,Health & Body
essano collagen boost facial oil,Was $27.00, $ 16 00 ,Save $11.00,40.74,Unknown
essano collagen boost day cream,Was $27.00, $ 16 00 ,Save $11.00,40.74,Fridge & Deli
essano collagen boost eye cream,Was $27.00, $ 16 00 ,Save $11.00,40.74,Fridge & Deli
essano night cream collagen boost,Was $27.00, $ 16 00 ,Save $11.00,40.74,Fridge & Deli
maybelline active wear concealer super stay fair,Was $32.00, $ 19 00 ,Save $13.00,40.62,Unknown
maybelline active wear concealer ivory,Was $32.00, $ 19 00 ,Save $13.00,40.62,Unknown
essano gel foaming cleanser hydrating rosehip,Was $16.00, $ 9 50 ,Save $6.50,40.62,Beer & Wine
essano cream cleanser rosehip certified organic,Was $16.00, $ 9 50 ,Save $6.50,40.62,Beer & Wine
essano facial gentle exfoliator hydrating rosehip,Was $16.00, $ 9 50 ,Save $6.50,40.62,Beer & Wine
maybelline active wear concealer superr stay nude,Was $32.00, $ 19 00 ,Save $13.00,40.62,Unknown
maybelline active wear concealer super stay light,Was $32.00, $ 19 00 ,Save $13.00,40.62,Unknown
lo bros kombucha fruit crush,Was $4.20, $ 2 50 ,Save $1.70,40.48,Drinks
lo bros pineapple lime kombucha,Was $4.20, $ 2 50 ,Save $1.70,40.48,Drinks
lo bros kombucha raspberry & lemon,Was $4.20, $ 2 50 ,Save $1.70,40.48,Drinks
lo bros kombucha ginger & turmeric,Was $4.20, $ 2 50 ,Save $1.70,40.48,Drinks
lo bros organic kombucha feijoa,Was $4.20, $ 2 50 ,Save $1.70,40.48,Drinks
essano expertise hair treatment growth & volume serum,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise hair treatment bonding repair leave in,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise shampoo detox & exfoliate,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise conditioner hydration & shine,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise conditioner detox & exfoliate,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise shampoo strength & repair,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise conditioner strength & repair,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise hair treatment detox & exfoliate,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise shampoo growth & volume,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise shampoo hydration & shine,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
essano expertise conditioner growth & volume,Was $25.99, $ 15 49 ,Save $10.50,40.4,Health & Body
nivea roll on everyday active fresh,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea men black & white roll on deodorant invisible antiperspirant original,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea men roll on deodorant antiperspirant silver protect,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea lip care lip balm hydro care 4.8g,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea men roll on intense protection sport,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea black & white invisible roll on deodorant anti-perspirant clear,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea men roll on deodorant antiperspirant stress protect,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea lip balm original care,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea roll on deodorant anti-perspirant double effect,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea roll on pearl & beauty,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
nivea men roll on deep,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
maybelline falsies mascara very black waterproof,Was $28.70, $ 17 20 ,Save $11.50,40.07,Drinks
nivea lip balm watermelon shine,Was $5.49, $ 3 29 ,Save $2.20,40.07,Drinks
nivea invisible black & white roll on deodorant anti-perspirant pure,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
maybelline volume express mascara falsies ex blackest black,Was $28.70, $ 17 20 ,Save $11.50,40.07,Unknown
nivea men roll on deodorant antiperspirant cool kick,Was $5.49, $ 3 29 ,Save $2.20,40.07,Unknown
maybelline lash sensational sky high washable mascara blackest black,Was $32.70, $ 19 60 ,Save $13.10,40.06,Unknown
maybelline sky high cosmic mascara,Was $32.70, $ 19 60 ,Save $13.10,40.06,Unknown
maybelline lash sensational sky high mascara waterproof very black,Was $32.70, $ 19 60 ,Save $13.10,40.06,Drinks
nivea lip care lip balm repair 4.8g,Was $6.49, $ 3 89 ,Save $2.60,40.06,Unknown
nivea deodorant anti-pers aerosol pearl & beauty,Was $7.49, $ 4 49 ,Save $3.00,40.05,Health & Body
nivea visage facial wipes cleansing,Was $9.99, $ 5 99 ,Save $4.00,40.04,Household
nivea men black & white anti-perspirant aerosol invisible fresh,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea men moisturising shaving gel with aloe vera,Was $9.99, $ 5 99 ,Save $4.00,40.04,Unknown
nivea deodorant pearl & beauty,Was $8.99, $ 5 39 ,Save $3.60,40.04,Unknown
nivea men shave gel deep,Was $9.99, $ 5 99 ,Save $4.00,40.04,Unknown
essano roll on natural deodorant rose & jasmine,Was $9.99, $ 5 99 ,Save $4.00,40.04,Beer & Wine
nivea for men shave gel sensitive,Was $9.99, $ 5 99 ,Save $4.00,40.04,Unknown
nivea men anti-perspirant aerosol black & white invisible,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea for men anti-pers aerosol dry impact,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea shower gel lemongrass and oil,Was $9.49, $ 5 69 ,Save $3.80,40.04,Health & Body
nivea shower gel hawaii flower and oil,Was $9.49, $ 5 69 ,Save $3.80,40.04,Health & Body
essano roll on natural deodorant mandarin & aloe vera,Was $9.99, $ 5 99 ,Save $4.00,40.04,Unknown
nivea soft day cream jojoba & vitamin e creme,Was $9.99, $ 5 99 ,Save $4.00,40.04,Health & Body
nivea for women anti-pers aerosol double effect,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea men moisturising shaving foam with aloe vera,Was $8.99, $ 5 39 ,Save $3.60,40.04,Unknown
nivea men anti-perspirant aerosol sensitive protect quick dry,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea men shower gel active clean,Was $9.49, $ 5 69 ,Save $3.80,40.04,Health & Body
nivea for men shower gel sport,Was $9.49, $ 5 69 ,Save $3.80,40.04,Health & Body
nivea hand cream 3 in 1 anti-age,Was $9.99, $ 5 99 ,Save $4.00,40.04,Fridge & Deli
nivea men anti-perspirant aerosol cool kick,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea facial wipes micellair skin breathe,Was $9.99, $ 5 99 ,Save $4.00,40.04,Household
nivea men shower gel deep,Was $9.49, $ 5 69 ,Save $3.80,40.04,Health & Body
nivea for men shave foam sensitive,Was $8.99, $ 5 39 ,Save $3.60,40.04,Unknown
nivea for men shave gel extreme comfort,Was $9.99, $ 5 99 ,Save $4.00,40.04,Unknown
nivea men shower gel power refresh,Was $9.49, $ 5 69 ,Save $3.80,40.04,Health & Body
nivea anti-perspirant aerosol pearl & beauty quick dry,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea men anti-perspirant aerosol stress protect,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea invisible black & white anti-pers aerosol,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea anti-pers aerosol deep,Was $8.99, $ 5 39 ,Save $3.60,40.04,Health & Body
nivea men facial wash deep face & beard,Was $12.99, $ 7 79 ,Save $5.20,40.03,Unknown
nivea soft day cream jojoba & vitamin e creme,Was $14.99, $ 8 99 ,Save $6.00,40.03,Health & Body
nivea for men facial wash sensitive,Was $12.99, $ 7 79 ,Save $5.20,40.03,Unknown
nivea facial wash scrub purifying,Was $14.99, $ 8 99 ,Save $6.00,40.03,Unknown
nivea eye make up remover double effect,Was $14.99, $ 8 99 ,Save $6.00,40.03,Unknown
nivea cleansing lotion refreshing,Was $14.99, $ 8 99 ,Save $6.00,40.03,Health & Body
nivea daily facial wash scrub clean deeper,Was $14.99, $ 8 99 ,Save $6.00,40.03,Unknown
nivea body body lotion skin firming,Was $12.99, $ 7 79 ,Save $5.20,40.03,Health & Body
nivea body lotion rich q10,Was $13.99, $ 8 39 ,Save $5.60,40.03,Health & Body
nivea 3 in 1 facial wash scrub mask pore purifying,Was $14.99, $ 8 99 ,Save $6.00,40.03,Unknown
nivea gentle facial scrub refreshing,Was $14.99, $ 8 99 ,Save $6.00,40.03,Unknown
nivea cleansing cream gentle,Was $14.99, $ 8 99 ,Save $6.00,40.03,Fridge & Deli
nivea men facial moisturiser cream,Was $12.99, $ 7 79 ,Save $5.20,40.03,Fridge & Deli
nivea facial moisturiser cream,Was $12.99, $ 7 79 ,Save $5.20,40.03,Fridge & Deli
nivea facial wash gel refreshing,Was $14.99, $ 8 99 ,Save $6.00,40.03,Unknown
nivea toner refreshing,Was $14.99, $ 8 99 ,Save $6.00,40.03,Unknown
essano happy skin toning mist,Was $22.99, $ 13 79 ,Save $9.20,40.02,Unknown
nivea face moisturising cream spf 15 anti-age hyaluron,Was $19.99, $ 11 99 ,Save $8.00,40.02,Fridge & Deli
nivea for men facial moisturiser protective spf 15+,Was $17.99, $ 10 79 ,Save $7.20,40.02,Unknown
nivea men facial balm sensitive protect,Was $16.49, $ 9 89 ,Save $6.60,40.02,Unknown
nivea men refreshing face wash with aloe vera,Was $17.99, $ 10 79 ,Save $7.20,40.02,Unknown
nivea for men facial moisturiser sensitive,Was $17.99, $ 10 79 ,Save $7.20,40.02,Unknown
nivea for men care & protect facial scrub exfoliating,Was $17.99, $ 10 79 ,Save $7.20,40.02,Unknown
nivea men face cream skin energy,Was $17.99, $ 10 79 ,Save $7.20,40.02,Fridge & Deli
nivea men acne clear face wash deep rapid,Was $16.49, $ 9 89 ,Save $6.60,40.02,Unknown
nivea men facial moisturiser sensitive protect,Was $16.49, $ 9 89 ,Save $6.60,40.02,Unknown
nivea for men aftershave extra soothing balm,Was $17.99, $ 10 79 ,Save $7.20,40.02,Unknown
nivea q10 day cream mature,Was $29.99, $ 17 99 ,Save $12.00,40.01,Fridge & Deli
nivea cellular serum,Was $44.99, $ 26 99 ,Save $18.00,40.01,Unknown
nivea q10 night cream mature,Was $29.99, $ 17 99 ,Save $12.00,40.01,Fridge & Deli
nivea q10 power night cream anti-wrinkle + firming,Was $27.99, $ 16 79 ,Save $11.20,40.01,Fridge & Deli
nivea q10 plus c anti-wrinkle + energy cream day cream spf 15,Was $27.99, $ 16 79 ,Save $11.20,40.01,Fridge & Deli
essano facial oil retinol night renewal,Was $29.99, $ 17 99 ,Save $12.00,40.01,Unknown
nivea cellular lift expert day cream advanced anti-age spf15,Was $39.99, $ 23 99 ,Save $16.00,40.01,Fridge & Deli
essano happy skin bounce water day cream,Was $39.99, $ 23 99 ,Save $16.00,40.01,Drinks
essano happy skin glow serum supercharge,Was $39.99, $ 23 99 ,Save $16.00,40.01,Unknown
nivea q10 power eye cream anti-wrinkle + firming,Was $27.99, $ 16 79 ,Save $11.20,40.01,Fridge & Deli
nivea cellular lift expert night cream advanced anti-age,Was $39.99, $ 23 99 ,Save $16.00,40.01,Fridge & Deli
essano needle free filler,Was $29.99, $ 17 99 ,Save $12.00,40.01,Unknown
nivea q10 power anti-wrinkle firming day cream spf30,Was $27.99, $ 16 79 ,Save $11.20,40.01,Fridge & Deli
maybelline master liner cream eye liner pencil black 24hr,Was $23.00, $ 13 80 ,Save $9.20,40.0,Fridge & Deli
essano vitamin c facial serum concentrated,Was $30.00, $ 18 00 ,Save $12.00,40.0,Health & Body
essano coconut oil body wash moisturising,Was $10.00, $ 6 00 ,Save $4.00,40.0,Health & Body
essano hyaluronic acid concentrated serum,Was $30.00, $ 18 00 ,Save $12.00,40.0,Unknown
maybelline lasting fix setting spray,Was $25.50, $ 15 30 ,Save $10.20,40.0,Unknown
twinings tea bags green,Was $11.00, $ 6 60 ,Save $4.40,40.0,Drinks
essano night cream visible repair,Was $45.00, $ 27 00 ,Save $18.00,40.0,Fridge & Deli
maybelline braw ultra slim soft brown,Was $23.00, $ 13 80 ,Save $9.20,40.0,Unknown
starbucks coffee pods caffe verona,Was $10.00, $ 6 00 ,Save $4.00,40.0,Drinks
maybelline express brow duo medium brown,Was $21.50, $ 12 90 ,Save $8.60,40.0,Unknown
maybelline colossal big shot mascara very black,Was $30.00, $ 18 00 ,Save $12.00,40.0,Unknown
maybelline the falsies lash lift volumising mascara blackest black,Was $27.00, $ 16 20 ,Save $10.80,40.0,Unknown
maybelline the falsies lash lift volumising mascara waterproof very black,Was $27.00, $ 16 20 ,Save $10.80,40.0,Drinks
essano day cream visible repair,Was $45.00, $ 27 00 ,Save $18.00,40.0,Fridge & Deli
maybelline instant age rewind concealer medium,Was $29.00, $ 17 40 ,Save $11.60,40.0,Unknown
maybelline instant age rewind eraser light 120,Was $29.00, $ 17 40 ,Save $11.60,40.0,Unknown
maybelline lash sensational mascara blackest black,Was $31.00, $ 18 60 ,Save $12.40,40.0,Unknown
essano certified organic rosehip oil,Was $35.00, $ 21 00 ,Save $14.00,40.0,Beer & Wine
essano eye cream visible repair,Was $40.00, $ 24 00 ,Save $16.00,40.0,Fridge & Deli
maybelline colossal curl mascara very black waterproof,Was $31.00, $ 18 60 ,Save $12.40,40.0,Drinks
essano vitamin c facial cleanser gel,Was $15.00, $ 9 00 ,Save $6.00,40.0,Health & Body
essano facial elixir visible repair,Was $50.00, $ 30 00 ,Save $20.00,40.0,Unknown
maybelline ss ink crayon 30 seek adventure,Was $25.50, $ 15 30 ,Save $10.20,40.0,Unknown
essano rosehip facial sheet mask,Was $6.00, $ 3 60 ,Save $2.40,40.0,Beer & Wine
maybelline lash sensational mascara very black waterproof,Was $31.00, $ 18 60 ,Save $12.40,40.0,Drinks
essano nourishing hand cream rosehip certified organic,Was $15.00, $ 9 00 ,Save $6.00,40.0,Beer & Wine
starbucks coffee pods blonde espresso,Was $10.00, $ 6 00 ,Save $4.00,40.0,Drinks
maybelline superstay lipstick matte ink 80 ruler,Was $27.00, $ 16 20 ,Save $10.80,40.0,Unknown
maybelline eyebrow pencil blonde,Was $15.00, $ 9 00 ,Save $6.00,40.0,Unknown
maybelline the falsies lash lift volumising mascara ultra black,Was $27.00, $ 16 20 ,Save $10.80,40.0,Unknown
maybelline superstay lip colour continuous coral,Was $30.00, $ 18 00 ,Save $12.00,40.0,Unknown
maybelline superstay lipstick matte ink 10 dreamer,Was $27.00, $ 16 20 ,Save $10.80,40.0,Unknown
maybelline fit me blusher rose,Was $22.00, $ 13 20 ,Save $8.80,40.0,Beer & Wine
essano vitamin c facial moisturiser spf15,Was $20.00, $ 12 00 ,Save $8.00,40.0,Health & Body
essano rosehip oil body wash repairing,Was $10.00, $ 6 00 ,Save $4.00,40.0,Health & Body
starbucks by nespresso coffee pods italian roast,Was $10.00, $ 6 00 ,Save $4.00,40.0,Drinks
starbucks coffee pods original colombia,Was $10.00, $ 6 00 ,Save $4.00,40.0,Drinks
twinings english breakfast tea extra strong,Was $11.00, $ 6 60 ,Save $4.40,40.0,Drinks
maybelline pumped up mascara glam black,Was $30.00, $ 18 00 ,Save $12.00,40.0,Unknown
maybelline eyebrow pencil deep brown,Was $15.00, $ 9 00 ,Save $6.00,40.0,Unknown
maybelline colossal mascara 36hr waterproof,Was $30.00, $ 18 00 ,Save $12.00,40.0,Drinks
maybelline colossal mascara g/brown,Was $30.00, $ 18 00 ,Save $12.00,40.0,Unknown
maybelline superstay 30hr active wear liquid foundation 36 warm sun,Was $38.00, $ 22 80 ,Save $15.20,40.0,Unknown
maybelline great lash mascara waterproof very black,Was $17.50, $ 10 50 ,Save $7.00,40.0,Drinks
maybelline superstay lip colour pertetual plum,Was $30.00, $ 18 00 ,Save $12.00,40.0,Unknown
maybelline superstay 30hr active wear liquid foundation 30 sand,Was $38.00, $ 22 80 ,Save $15.20,40.0,Unknown
maybelline superstay lip colour timeless toffee,Was $30.00, $ 18 00 ,Save $12.00,40.0,Unknown
maybelline master fix facial powder loose setting powder,Was $25.50, $ 15 30 ,Save $10.20,40.0,Unknown
maybelline super stay crayon exceptional,Was $25.50, $ 15 30 ,Save $10.20,40.0,Unknown
maybelline mascara colossal curl after dark,Was $31.00, $ 18 60 ,Save $12.40,40.0,Unknown
maybelline lash sensational mascara sky high,Was $32.00, $ 19 20 ,Save $12.80,40.0,Unknown
